incident_case_id,date,clearance_code_inc_type,PGPD Reporting Area,PGPD Sector,PGPD BEAT,street_number,street_address,latitude,longitude,location
PP23081900001938,08/19/2023 12:00:00 AM,ACCIDENT,655,W,W4,,INDIAN HEAD HWY NB / OLD FORT RD,38.7557538151741,-76.99293510615826,"(38.7557538151741,-76.99293510615826)"
PP23082300000244,08/23/2023 12:00:00 AM,ACCIDENT,506,K,K3,,23RD PKWY NB / JAMESON ST,38.83252531290054,-76.95914253592491,"(38.83252531290054,-76.95914253592491)"
PP23100400000292,10/04/2023 12:00:00 AM,THEFT FROM AUTO,104,A,A7,2000 BLOCK,2007 ERIE ST,39.00739373266697,-76.9745624512434,"(39.00739373266697,-76.9745624512434)"
PP23101500001739,10/15/2023 12:00:00 AM,THEFT,508,K,K3,4300 BLOCK,4325 SAINT BARNABAS RD SB,38.82990063726902,-76.94241027534008,"(38.82990063726902,-76.94241027534008)"
PP23100300001635,10/03/2023 12:00:00 AM,"AUTO, STOLEN",827,D,D2,9900 BLOCK,9921 GREENBELT RD EB,38.99066147208214,-76.83414277434349,"(38.99066147208214,-76.83414277434349)"
PP23083000001224,08/30/2023 12:00:00 AM,"B & E, RESIDENTIAL",602,J,J4,7900 BLOCK,7900 OXON HILL RD,38.78101623058319,-77.00671461224556,"(38.78101623058319,-77.00671461224556)"
PP23112100001176,11/21/2023 12:00:00 AM,THEFT,175,A,A5,3400 BLOCK,3400 DEAN DR,38.97360114753246,-76.96307952702045,"(38.97360114753246,-76.96307952702045)"
PP23110700000361,11/07/2023 12:00:00 AM,THEFT FROM AUTO,239,B,B3,5300 BLOCK,5303 EMERSON ST,38.94866681098938,-76.92600610852242,"(38.94866681098938,-76.92600610852242)"
PP23120200000241,12/02/2023 12:00:00 AM,ACCIDENT,6010,J,J41,,OXON HILL RD / FORT FOOTE RD,38.77740730345249,-77.00605843961239,"(38.77740730345249,-77.00605843961239)"
PP23090900000382,09/09/2023 12:00:00 AM,THEFT FROM AUTO,205,B,B7,4700 BLOCK,4710 BRANCHVILLE RD,38.99951972067356,-76.92961503565311,"(38.99951972067356,-76.92961503565311)"
PP23112900001710,11/29/2023 12:00:00 AM,THEFT FROM AUTO,936,C,C2,10800 BLOCK,10810 PLEASANT ACRES DR,39.03429655730724,-76.9512685239315,"(39.03429655730724,-76.9512685239315)"
PP23072000001698,07/20/2023 12:00:00 AM,"AUTO, STOLEN",234,B,B4,6100 BLOCK,6120 ANNAPOLIS RD WB,38.93882431089878,-76.9118985235691,"(38.93882431089878,-76.9118985235691)"
PP23071600001611,07/16/2023 12:00:00 AM,ACCIDENT,603,J,J5,1100 BLOCK,1104 LINDSAY RD,38.79348339140415,-76.98932619392872,"(38.79348339140415,-76.98932619392872)"
PP23082700000877,08/27/2023 12:00:00 AM,ACCIDENT,721,K,K4,,NB BRANCH AVE OFRP DEER POND LN / DEER POND LN,38.81316839158535,-76.91091427206993,"(38.81316839158535,-76.91091427206993)"
PP23120300001674,12/03/2023 12:00:00 AM,THEFT FROM AUTO,656,J,J5,6000 BLOCK,6075 OXON HILL RD SB,38.805950567126274,-76.9807960242033,"(38.805950567126274,-76.9807960242033)"
PP23081500001469,08/15/2023 12:00:00 AM,THEFT,429,TRU,K2,3300 BLOCK,3348 CURTIS DR,38.84794522821903,-76.94798769056797,"(38.84794522821903,-76.94798769056797)"
PP23091500002085,09/15/2023 12:00:00 AM,"B & E, RESIDENTIAL",713,E,E5,4500 BLOCK,4517 BISHOPMILL DR,38.82661980390549,-76.71406428515911,"(38.82661980390549,-76.71406428515911)"
PP23071900000462,07/19/2023 12:00:00 AM,"AUTO, STOLEN",857,E,E2,10500 BLOCK,10502 FOXLAKE DR,38.91815505921841,-76.82397219538689,"(38.91815505921841,-76.82397219538689)"
PP23071600002321,07/16/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,306,G,G6,,MARTIN LUTHER KING JUNIOR HWY WB / COLUMBIA PARK RD EB,38.91651464998722,-76.88302719593048,"(38.91651464998722,-76.88302719593048)"
PP23102500000948,10/25/2023 12:00:00 AM,"AUTO, STOLEN",626,W,W1,11100 BLOCK,11108 FORT WASHINGTON RD,38.74263048171997,-76.99654403328896,"(38.74263048171997,-76.99654403328896)"
PP23092400000516,09/24/2023 12:00:00 AM,ACCIDENT,314,G,G4,2400 BLOCK,2402 MATTHEW HENSON AVE,38.92274822294712,-76.8718723654747,"(38.92274822294712,-76.8718723654747)"
PP23081600001514,08/16/2023 12:00:00 AM,ACCIDENT,844,D,D5,4400 BLOCK,4407 SADDLE RIVER DR,38.95063531398773,-76.8046152740717,"(38.95063531398773,-76.8046152740717)"
PP23111500001515,11/15/2023 12:00:00 AM,"ASSAULT, WEAPON",706,E,E4,9500 BLOCK,9519 BEECH PARK ST,38.86402131617069,-76.8420167863369,"(38.86402131617069,-76.8420167863369)"
PP23081100001164,08/11/2023 12:00:00 AM,ACCIDENT,905,A,C5,,MUIRKIRK RD / LAUREL BOWIE RD NB,39.06480830907822,-76.83939211070538,"(39.06480830907822,-76.83939211070538)"
PP23100100001438,10/01/2023 12:00:00 AM,THEFT FROM AUTO,419,H,H5,2500 BLOCK,2523 EWING AVE,38.8548349738121,-76.93289586901665,"(38.8548349738121,-76.93289586901665)"
PP23082700001292,08/27/2023 12:00:00 AM,ACCIDENT,858,E,E2,1000 BLOCK,1030 LARGO CENTER DR,38.90240706503391,-76.83643935620785,"(38.90240706503391,-76.83643935620785)"
PP23081500000626,08/15/2023 12:00:00 AM,"AUTO, STOLEN",516,TRU,J1,600 BLOCK,639 AUDREY LN,38.81940197944641,-76.99752828478813,"(38.81940197944641,-76.99752828478813)"
PP23071200001000,07/12/2023 12:00:00 AM,"AUTO, STOLEN",424,H,H6,3200 BLOCK,3232 WALTERS LN,38.8446643948555,-76.8918854445219,"(38.8446643948555,-76.8918854445219)"
PP23081800001748,08/18/2023 12:00:00 AM,THEFT,234,B,B4,5700 BLOCK,5709 66TH AVE,38.95621272921562,-76.90369644761086,"(38.95621272921562,-76.90369644761086)"
PP23102700000982,10/27/2023 12:00:00 AM,THEFT,905,C,C5,12600 BLOCK,12675 LAUREL BOWIE RD NB,39.06513638794422,-76.83676744997501,"(39.06513638794422,-76.83676744997501)"
PP23082200000625,08/22/2023 12:00:00 AM,THEFT FROM AUTO,332,TRU,G5,3300 BLOCK,3318 DODGE PARK RD,38.927669480443,-76.88302719593048,"(38.927669480443,-76.88302719593048)"
PP23080900001569,08/09/2023 12:00:00 AM,THEFT,724,F,F5,7600 BLOCK,7605 CRAIN HWY SE,38.7852813154459,-76.7947727739811,"(38.7852813154459,-76.7947727739811)"
PP23071200002236,07/12/2023 12:00:00 AM,"AUTO, STOLEN",408,H,H1,4500 BLOCK,4511 HEATH ST,38.87616039812565,-76.92928694188595,"(38.87616039812565,-76.92928694188595)"
PP23100200001509,10/02/2023 12:00:00 AM,THEFT,654,W,W3,17500 BLOCK,17519 INDIAN HEAD HWY SB,38.648798644542694,-77.03788252174854,"(38.648798644542694,-77.03788252174854)"
PP23082900002260,08/29/2023 12:00:00 AM,THEFT FROM AUTO,606,K,K5,4500 BLOCK,4519 DALTON ST,38.81382456421852,-76.92895886301994,"(38.81382456421852,-76.92895886301994)"
PP23102100002344,10/21/2023 12:00:00 AM,"AUTO, STOLEN & RECOVERED",301,G,G3,1700 BLOCK,1703 KENILWORTH AVE NB,38.91224956512451,-76.93355202674866,"(38.91224956512451,-76.93355202674866)"
PP23071200002001,07/12/2023 12:00:00 AM,"B & E, RESIDENTIAL",736,F,F3,8900 BLOCK,8930 GOLDFIELD PL,38.76658056676388,-76.8722004443407,"(38.76658056676388,-76.8722004443407)"
PP23120300000518,12/03/2023 12:00:00 AM,ASSAULT,504,K,K1,4400 BLOCK,4424 WHEELER RD,38.83186914026737,-76.98637343943119,"(38.83186914026737,-76.98637343943119)"
PP23081000001845,08/10/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,615,K,K6,3300 BLOCK,3301 BRINKLEY RD,38.80398206412792,-76.95192469656467,"(38.80398206412792,-76.95192469656467)"
PP23080800001598,08/08/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,828,D,D5,9800 BLOCK,9813 LANHAM SEVERN RD,38.976881980895996,-76.83775170147419,"(38.976881980895996,-76.83775170147419)"
PP23082000000512,08/20/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,509,K,K3,,SAINT BARNABAS RD NB / STAMP RD,38.82760405540466,-76.94372260570526,"(38.82760405540466,-76.94372260570526)"
PP23082900001143,08/29/2023 12:00:00 AM,"AUTO, STOLEN",842,D,D6,9800 BLOCK,9800 MARTIN LUTHER KING JUNIOR HWY WB,38.95096339285374,-76.83742360770702,"(38.95096339285374,-76.83742360770702)"
PP23081300001574,08/13/2023 12:00:00 AM,ACCIDENT,315,G,G4,,LANDOVER RD EB / BRIGHTSEAT RD,38.91815505921841,-76.86006136238575,"(38.91815505921841,-76.86006136238575)"
PP23102500001357,10/25/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,946,C,C2,10500 BLOCK,10502 FLORAL DR,39.02707873284817,-76.96242336928844,"(39.02707873284817,-76.96242336928844)"
PP23092700001753,09/27/2023 12:00:00 AM,ACCIDENT,313,G,G4,,CENTRAL AVE WB / WESTHAMPTON AVE,38.889611810445786,-76.86498260498047,"(38.889611810445786,-76.86498260498047)"
PP23090800001765,09/08/2023 12:00:00 AM,ASSAULT,426,F,H5,,BRANCH AVE NB / NB SUITLAND PKY OFRP BRANCH AVE,38.85286647081375,-76.95618978142738,"(38.85286647081375,-76.95618978142738)"
PP23093000001230,09/30/2023 12:00:00 AM,ACCIDENT,247,B,B1,,74TH AVE / UPSHUR ST,38.944073647260666,-76.88729228079319,"(38.944073647260666,-76.88729228079319)"
PP23082200001742,08/22/2023 12:00:00 AM,"AUTO, STOLEN",313,G,G4,7800 BLOCK,7816 CENTRAL AVE WB,38.889611810445786,-76.87154427170753,"(38.889611810445786,-76.87154427170753)"
PP23100600001648,10/06/2023 12:00:00 AM,THEFT FROM AUTO,632,TRU,F4,11500 BLOCK,11554 COSCA PARK PL,38.7321318089962,-76.91091427206993,"(38.7321318089962,-76.91091427206993)"
PP23080800000302,08/08/2023 12:00:00 AM,THEFT FROM AUTO,856,E,E2,9500 BLOCK,9540 RUBY LOCKHART BLVD,38.91848313808441,-76.84004828333855,"(38.91848313808441,-76.84004828333855)"
PP23082300000959,08/23/2023 12:00:00 AM,THEFT,916,C,C4,13200 BLOCK,13224 DEERFIELD RD,39.07038572430611,-76.85087503492832,"(39.07038572430611,-76.85087503492832)"
PP23100800000378,10/08/2023 12:00:00 AM,ACCIDENT,424,H,H6,,DONNELL DR / DONNELL PL,38.84105548262596,-76.88597995042801,"(38.84105548262596,-76.88597995042801)"
PP23082400000255,08/24/2023 12:00:00 AM,ACCIDENT,602,J,J4,300 BLOCK,304 KERBY HILL RD,38.780031979084015,-77.00277760624886,"(38.780031979084015,-77.00277760624886)"
PP23112400001194,11/24/2023 12:00:00 AM,THEFT FROM AUTO,858,TRU,E2,8800 BLOCK,8831 LOTTSFORD RD EB,38.89617347717285,-76.84300102293491,"(38.89617347717285,-76.84300102293491)"
PP23111600001508,11/16/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,159,B,B7,,BALTIMORE AVE NB / HOLLYWOOD RD,39.01133072376251,-76.92830269038677,"(39.01133072376251,-76.92830269038677)"
PP23091400000322,09/14/2023 12:00:00 AM,"AUTO, STOLEN",443,K,K4,5000 BLOCK,5019 BRAYMER AVE,38.819730058312416,-76.90435260534286,"(38.819730058312416,-76.90435260534286)"
PP23111900001305,11/19/2023 12:00:00 AM,ACCIDENT,313,FXOS,G4,,SEAN TAYLOR RD / BRIGHTSEAT RD NB,38.91454614698887,-76.86137369275093,"(38.91454614698887,-76.86137369275093)"
PP23071100001437,07/11/2023 12:00:00 AM,ASSAULT,415,H,H2,4800 BLOCK,4857 MARLBORO PIKE EB,38.87255147099495,-76.92830269038677,"(38.87255147099495,-76.92830269038677)"
PP23082100000845,08/21/2023 12:00:00 AM,THEFT FROM AUTO,946,C,C2,10900 BLOCK,10905 BORNEDALE DR,39.034952729940414,-76.9470034390688,"(39.034952729940414,-76.9470034390688)"
PP23090100000628,09/01/2023 12:00:00 AM,ACCIDENT,737,F,F5,,ROSARYVILLE RD / HAISLIP WAY,38.784953221678734,-76.8423448652029,"(38.784953221678734,-76.8423448652029)"
PP23101300002284,10/13/2023 12:00:00 AM,"B & E, RESIDENTIAL",158,B,B7,8100 BLOCK,8150 BALTIMORE AVE SB,38.99131764471531,-76.93453627824783,"(38.99131764471531,-76.93453627824783)"
PP23070800002327,07/08/2023 12:00:00 AM,ACCIDENT,724,F,F5,,WOODYARD RD NB / MARLBORO PIKE,38.81054373085499,-76.82430027425289,"(38.81054373085499,-76.82430027425289)"
PP23091000000600,09/10/2023 12:00:00 AM,THEFT FROM AUTO,407,G,G7,100 BLOCK,150 HAMPTON PARK BLVD,38.88764330744743,-76.85120311379433,"(38.88764330744743,-76.85120311379433)"
PP23082000001093,08/20/2023 12:00:00 AM,THEFT,843,D,D5,10400 BLOCK,10401 MARTIN LUTHER KING JUNIOR HWY EB,38.9535880535841,-76.82495644688606,"(38.9535880535841,-76.82495644688606)"
PP23100100001990,10/01/2023 12:00:00 AM,THEFT FROM AUTO,203,B,B7,4800 BLOCK,4801 HOLLYWOOD RD,39.01100264489651,-76.92633420228958,"(39.01100264489651,-76.92633420228958)"
PP23112800002200,11/28/2023 12:00:00 AM,"AUTO, STOLEN",423,H,H4,5000 BLOCK,5072 SILVER HILL CT,38.8545068949461,-76.91485127806664,"(38.8545068949461,-76.91485127806664)"
PP23091000000273,09/10/2023 12:00:00 AM,ACCIDENT,111,A,A6,,UNIVERSITY BLVD EB / 23RD AVE,38.98409980535507,-76.97128161787987,"(38.98409980535507,-76.97128161787987)"
PP23112500000496,11/25/2023 12:00:00 AM,ACCIDENT,110,A,A4,1700 BLOCK,1709 KEOKEE ST,38.99033339321613,-76.97981177270412,"(38.99033339321613,-76.97981177270412)"
PP23110100000050,11/01/2023 12:00:00 AM,"AUTO, STOLEN",430,K,K3,3800 BLOCK,3823 SAINT BARNABAS RD SB,38.83711847662926,-76.94175411760807,"(38.83711847662926,-76.94175411760807)"
PP23100100001771,10/01/2023 12:00:00 AM,THEFT,514,J,J1,5100 BLOCK,5110 INDIAN HEAD HWY NB,38.819073900580406,-76.99916869401932,"(38.819073900580406,-76.99916869401932)"
PP23111500000327,11/15/2023 12:00:00 AM,"AUTO, STOLEN",511,J,J2,1200 BLOCK,1201 SOUTHVIEW DR,38.82661980390549,-76.98867003619671,"(38.82661980390549,-76.98867003619671)"
PP23081400001288,08/14/2023 12:00:00 AM,"AUTO, STOLEN",175,A,A5,3600 BLOCK,3622 DEAN DR,38.97458539903164,-76.95881444215775,"(38.97458539903164,-76.95881444215775)"
PP23111400001836,11/14/2023 12:00:00 AM,THEFT,524,J,J1,5100 BLOCK,5143 INDIAN HEAD HWY SB,38.819073900580406,-77.00080911815166,"(38.819073900580406,-77.00080911815166)"
PP23070500002271,07/05/2023 12:00:00 AM,"AUTO, STOLEN",443,K,K4,4400 BLOCK,4451 TELFAIR BLVD,38.83055680990219,-76.91222661733627,"(38.83055680990219,-76.91222661733627)"
PP23092500000186,09/25/2023 12:00:00 AM,"ROBBERY, OTHER",415,H,H2,4100 BLOCK,4103 BYERS ST,38.867302149534225,-76.9371609389782,"(38.867302149534225,-76.9371609389782)"
PP23102500002186,10/25/2023 12:00:00 AM,ACCIDENT,614,K,K6,2100 BLOCK,2108 WOLF ST,38.7951238155365,-76.97160969674587,"(38.7951238155365,-76.97160969674587)"
PP23080300001290,08/03/2023 12:00:00 AM,ASSAULT,827,D,D2,9800 BLOCK,9897 GOOD LUCK RD EB,38.99066147208214,-76.83578319847584,"(38.99066147208214,-76.83578319847584)"
PP23100400001482,10/04/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,205,B,B7,,UNIVERSITY BLVD WB / RHODE ISLAND AVE,38.999191641807556,-76.9253499507904,"(38.999191641807556,-76.9253499507904)"
PP23083100000205,08/31/2023 12:00:00 AM,"AUTO, STOLEN",125,A,A3,5900 BLOCK,5901 KNOLLBROOK DR,38.965070977807045,-76.99949677288532,"(38.965070977807045,-76.99949677288532)"
PP23112900001510,11/29/2023 12:00:00 AM,ACCIDENT,159,B,B7,9600 BLOCK,9604 BALTIMORE AVE SB,39.01165881752968,-76.92863078415394,"(39.01165881752968,-76.92863078415394)"
PP23072600000787,07/26/2023 12:00:00 AM,THEFT,278,B,B12,6500 BLOCK,6579 ANNAPOLIS RD EB,38.94112089276314,-76.90402452647686,"(38.94112089276314,-76.90402452647686)"
PP23071300000977,07/13/2023 12:00:00 AM,"B & E, RESIDENTIAL",246,B,B1,4400 BLOCK,4440 68TH PL,38.942761316895485,-76.8977909386158,"(38.942761316895485,-76.8977909386158)"
PP23070700001361,07/07/2023 12:00:00 AM,"AUTO, STOLEN",304,G,G3,4800 BLOCK,4800 ADDISON RD,38.911921471357346,-76.92305336892605,"(38.911921471357346,-76.92305336892605)"
PP23111900000725,11/19/2023 12:00:00 AM,THEFT FROM AUTO,104,A,A7,1800 BLOCK,1804 METZEROTT RD,39.004769057035446,-76.97718711197376,"(39.004769057035446,-76.97718711197376)"
PP23090800001066,09/08/2023 12:00:00 AM,THEFT,932,C,C3,5000 BLOCK,5004 HOWARD AVE,39.04085822403431,-76.90664920210838,"(39.04085822403431,-76.90664920210838)"
PP23101100001915,10/11/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,651,W,W3,400 BLOCK,401 MANNING RD E,38.6589692234993,-77.01229202747345,"(38.6589692234993,-77.01229202747345)"
PP23112700000083,11/27/2023 12:00:00 AM,"B & E, COMMERCIAL",508,K,K3,4800 BLOCK,4817 SAINT BARNABAS RD SB,38.82366706430912,-76.9509404450655,"(38.82366706430912,-76.9509404450655)"
PP23102800000869,10/28/2023 12:00:00 AM,ACCIDENT,117,A,A6,,23RD AVE / SHERIDAN ST,38.96966414153576,-76.97259394824505,"(38.96966414153576,-76.97259394824505)"
PP23072900000874,07/29/2023 12:00:00 AM,THEFT,214,B,B6,8300 BLOCK,8319 BALTIMORE AVE NB,38.99262997508049,-76.93256777524948,"(38.99262997508049,-76.93256777524948)"
PP23081000000819,08/10/2023 12:00:00 AM,ACCIDENT,415,H,H2,,DEWITT AVE / BYERS ST,38.86566172540188,-76.93486435711384,"(38.86566172540188,-76.93486435711384)"
PP23082400000624,08/24/2023 12:00:00 AM,"AUTO, STOLEN",859,TRU,E2,10000 BLOCK,10006 TULIP TREE DR,38.91520230472088,-76.83447086811066,"(38.91520230472088,-76.83447086811066)"
PP23081200001362,08/12/2023 12:00:00 AM,THEFT,159,B,B7,9500 BLOCK,9520 BALTIMORE AVE SB,39.010346472263336,-76.92961503565311,"(39.010346472263336,-76.92961503565311)"
PP23091100001519,09/11/2023 12:00:00 AM,ACCIDENT,732,F,F3,,WOODYARD RD / DON DR,38.78298473358154,-76.84989078342915,"(38.78298473358154,-76.84989078342915)"
PP23101900000642,10/19/2023 12:00:00 AM,THEFT FROM AUTO,113,TRU,A3,7400 BLOCK,7402 18TH AVE,38.981147065758705,-76.98013986647129,"(38.981147065758705,-76.98013986647129)"
PP23070200002127,07/02/2023 12:00:00 AM,ACCIDENT,110,A,A4,1500 BLOCK,1508 UNIVERSITY BLVD WB,38.985412150621414,-76.98112411797047,"(38.985412150621414,-76.98112411797047)"
PP23102800001009,10/28/2023 12:00:00 AM,"AUTO, STOLEN",441,H,H2,5800 BLOCK,5844 SILVER HILL RD SB,38.856803476810455,-76.90664920210838,"(38.856803476810455,-76.90664920210838)"
PP23110100001884,11/01/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,427,H,H5,,NAVY DAY DR / SILVER HILL RD NB,38.8446643948555,-76.92830269038677,"(38.8446643948555,-76.92830269038677)"
PP23101000000384,10/10/2023 12:00:00 AM,"AUTO, STOLEN",313,G,G4,1100 BLOCK,1101 NALLEY RD,38.90535980463028,-76.87449702620506,"(38.90535980463028,-76.87449702620506)"
PP23101700000514,10/17/2023 12:00:00 AM,THEFT,513,K,K6,5400 BLOCK,5454 SAINT BARNABAS RD NB,38.812840312719345,-76.96275144815445,"(38.812840312719345,-76.96275144815445)"
PP23090700001079,09/07/2023 12:00:00 AM,THEFT,936,C,C2,11400 BLOCK,11446 CHERRY HILL RD SB,39.04413905739784,-76.95225277543068,"(39.04413905739784,-76.95225277543068)"
PP23070800000996,07/08/2023 12:00:00 AM,THEFT FROM AUTO,407,G,G7,1000 BLOCK,1032 HAMPTON PARK BLVD,38.87550422549248,-76.84857845306396,"(38.87550422549248,-76.84857845306396)"
PP23101000001263,10/10/2023 12:00:00 AM,THEFT FROM AUTO,104,A,A7,1900 BLOCK,1901 ERIE ST,39.008377984166145,-76.97784328460693,"(39.008377984166145,-76.97784328460693)"
PP23112700001402,11/27/2023 12:00:00 AM,THEFT FROM AUTO,305,G,G3,1300 BLOCK,1309 OATES ST,38.90831255912781,-76.91649170219898,"(38.90831255912781,-76.91649170219898)"
PP23111000001160,11/10/2023 12:00:00 AM,ACCIDENT,631,F,F4,,BRANDYWINE RD / HORSESHOE RD,38.76362781226635,-76.8974628597498,"(38.76362781226635,-76.8974628597498)"
PP23092800002296,09/28/2023 12:00:00 AM,THEFT,158,B,B7,8100 BLOCK,8150 BALTIMORE AVE,38.99131764471531,-76.93420819938183,"(38.99131764471531,-76.93420819938183)"
PP23112500000865,11/25/2023 12:00:00 AM,ACCIDENT,110,A,A4,,UNIVERSITY BLVD EB / NEW HAMPSHIRE AVE NB,38.98869298398495,-76.98768578469753,"(38.98869298398495,-76.98768578469753)"
PP23101700002093,10/17/2023 12:00:00 AM,ACCIDENT,415,H,H2,,MARLBORO PIKE EB / BOONES HILL RD,38.873535722494125,-76.9315835237503,"(38.873535722494125,-76.9315835237503)"
PP23081500000511,08/15/2023 12:00:00 AM,ACCIDENT,626,W,W1,900 BLOCK,990 EAST SWAN CREEK RD,38.726882472634315,-76.99195086956024,"(38.726882472634315,-76.99195086956024)"
PP23092300000003,09/23/2023 12:00:00 AM,"AUTO, STOLEN & RECOVERED",436,H,H1,6100 BLOCK,6112 HARRINGTON ST,38.87976931035519,-76.90041561424732,"(38.87976931035519,-76.90041561424732)"
PP23071500001796,07/15/2023 12:00:00 AM,"ASSAULT, WEAPON",610,J,J4,9400 BLOCK,9400 LIVINGSTON RD,38.76133123040199,-76.9945755302906,"(38.76133123040199,-76.9945755302906)"
PP23090900000435,09/09/2023 12:00:00 AM,THEFT,415,H,H2,4100 BLOCK,4149 SOUTHERN AVE,38.86566172540188,-76.94405069947243,"(38.86566172540188,-76.94405069947243)"
PP23091200000324,09/12/2023 12:00:00 AM,THEFT FROM AUTO,239,B,B3,4900 BLOCK,4902 DONOVAN PL,38.94505789875984,-76.91977253556252,"(38.94505789875984,-76.91977253556252)"
PP23072400001749,07/24/2023 12:00:00 AM,ACCIDENT,407,G,G7,600 BLOCK,620 RITCHIE RD NB,38.88075356185436,-76.85874903202057,"(38.88075356185436,-76.85874903202057)"
PP23092000001551,09/20/2023 12:00:00 AM,ACCIDENT,412,H,H3,7200 BLOCK,7213 WALKER MILL RD EB,38.87320764362812,-76.88138677179813,"(38.87320764362812,-76.88138677179813)"
PP23070900001832,07/09/2023 12:00:00 AM,THEFT FROM AUTO,858,E,E2,9400 BLOCK,9421 LARGO DR W,38.894533053040504,-76.8423448652029,"(38.894533053040504,-76.8423448652029)"
PP23092400000309,09/24/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,260,B,B2,,LANDOVER RD WB / 56TH AVE,38.937183886766434,-76.92206911742687,"(38.937183886766434,-76.92206911742687)"
PP23110400001086,11/04/2023 12:00:00 AM,ACCIDENT,409,H,H1,,WALKER MILL RD WB / ROLLINS AVE,38.86533364653587,-76.9073053598404,"(38.86533364653587,-76.9073053598404)"
PP23111100000346,11/11/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,427,H,H5,,SILVER HILL RD NB / NAVY DAY DR,38.8446643948555,-76.92830269038677,"(38.8446643948555,-76.92830269038677)"
PP23082100002053,08/21/2023 12:00:00 AM,"AUTO, STOLEN & RECOVERED",501,K,K2,3200 BLOCK,3207 NAYLOR RD,38.851882234215736,-76.9607829451561,"(38.851882234215736,-76.9607829451561)"
PP23100200001126,10/02/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,603,J,J5,6500 BLOCK,6500 LIVINGSTON RD,38.80037313699722,-76.98637343943119,"(38.80037313699722,-76.98637343943119)"
PP23110700002107,11/07/2023 12:00:00 AM,"ROBBERY, OTHER",616,K,K6,5900 BLOCK,5900 FISHER RD,38.807919055223465,-76.95586170256138,"(38.807919055223465,-76.95586170256138)"
PP23081900001683,08/19/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,839,D,D5,9000 BLOCK,9029 LANHAM SEVERN RD WB,38.963758647441864,-76.85973328351974,"(38.963758647441864,-76.85973328351974)"
PP23101700001358,10/17/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,839,D,D5,,CARTER AVE / ANNAPOLIS RD WB,38.96539905667305,-76.84595377743244,"(38.96539905667305,-76.84595377743244)"
PP23110300001240,11/03/2023 12:00:00 AM,ACCIDENT,407,G,G7,,ALAKING CT / HAMPTON PARK BLVD,38.87025488913059,-76.85021886229515,"(38.87025488913059,-76.85021886229515)"
PP23100400000323,10/04/2023 12:00:00 AM,THEFT FROM AUTO,928,C,C2,3100 BLOCK,3125 CALVERTON BLVD,39.05266922712326,-76.9407698661089,"(39.05266922712326,-76.9407698661089)"
PP23111700000395,11/17/2023 12:00:00 AM,THEFT FROM AUTO,226,B,B5,6800 BLOCK,6868 RIVERDALE RD WB,38.96474289894104,-76.89418202638626,"(38.96474289894104,-76.89418202638626)"
PP23072700000715,07/27/2023 12:00:00 AM,ACCIDENT,429,K,K2,3500 BLOCK,3510 BRANCH AVE NB,38.84532056748867,-76.9509404450655,"(38.84532056748867,-76.9509404450655)"
PP23091700000257,09/17/2023 12:00:00 AM,"AUTO, STOLEN & RECOVERED",709,E,E4,14200 BLOCK,14202 HAMPSHIRE HALL CT,38.82301089167595,-76.7593397796154,"(38.82301089167595,-76.7593397796154)"
PP23100200001670,10/02/2023 12:00:00 AM,ACCIDENT,411,H,H3,,WALKER MILL RD EB / COUNTY RD,38.86336514353752,-76.89713478088379,"(38.86336514353752,-76.89713478088379)"
PP23112600001409,11/26/2023 12:00:00 AM,"ROBBERY, COMMERCIAL",114,A,A6,2000 BLOCK,2057 UNIVERSITY BLVD EB,38.98344364762306,-76.97784328460693,"(38.98344364762306,-76.97784328460693)"
PP23091300000471,09/13/2023 12:00:00 AM,ACCIDENT,429,K,K2,,CURTIS DR / BRANCH AVE NB,38.84728905558586,-76.95225277543068,"(38.84728905558586,-76.95225277543068)"
PP23103000001257,10/30/2023 12:00:00 AM,THEFT,848,E,E6,12800 BLOCK,12801 GRISTMILL LN,38.937840059399605,-76.78394602239132,"(38.937840059399605,-76.78394602239132)"
PP23101800001447,10/18/2023 12:00:00 AM,ASSAULT,416,H,H2,,QUARTER AVE / RIDLEY ST,38.86697405576706,-76.92206911742687,"(38.86697405576706,-76.92206911742687)"
PP23080800000407,08/08/2023 12:00:00 AM,THEFT FROM AUTO,815,D,D2,9900 BLOCK,9917 GOOD LUCK RD EB,38.992301896214485,-76.83611127734184,"(38.992301896214485,-76.83611127734184)"
PP23080300002039,08/03/2023 12:00:00 AM,ACCIDENT,868,C,C4,11600 BLOCK,11680 SOUTH LAUREL DR,39.04906031489372,-76.83775170147419,"(39.04906031489372,-76.83775170147419)"
